Date, Time ,Gear Id,Boat Name,Trip Start ,Trip end,Mesh Size (mm),Mesh Type,Fishing Zone,Haul time (min),Depth (fa),Vessel length (ft),Motorised,Engine (hp),ID, Genus , Species ,Total Length, Std l ,length at gill,Body depth,Weight (g),Category,Total Catch (kg),Total catch (g)
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Rastrelliger,kanagurta,19.3,16,,,66,High Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Rastrelliger,kanagurta,17.7,14.6,,,40,High Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Portunus,sanguinolentus,10.5,,,,53,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Portunus,sanguinolentus,11.4,,,,72,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Portunus,sanguinolentus,15.5,,,,138,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Portunus,sanguinolentus,11.3,,,,21,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Portunus,sanguinolentus,10.2,,,,25,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sardinella,gibbosa,7.5,6.5,,,3.4,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sardinella,gibbosa,8,6.9,,,3.4,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sardinella,gibbosa,8,6.5,,,3.4,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sardinella,gibbosa,9,7.6,,,3.4,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sardinella,gibbosa,7.8,6.6,,,3.4,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sardinella,gibbosa,8,6.5,,,3.4,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sardinella,gibbosa,8,6.7,,,3.4,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sardinella,gibbosa,7.5,6.2,,,3.4,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sphyraena,jello,26.5,21.5,,,59,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sphyraena,jello,26,21.1,,,87,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Sphyraena,jello,27.7,22.9,,,9.5,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Saurida,tumbil,23.3,19,,,45,Low Value Catch,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,Congridae,,,51.5,,,,60,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,Congridae,,,23.5,,,,22,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,Gastropod,,,,,,,37,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,Crab,,,11,7,,,128,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Epinephelus,diacanthus,31.5,29.3,,,41,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,Sepidae,,,10,6.5,,,31,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Pseudorhombus,triocellatus,8,7,,,9,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Lagocephalus,inermis,16.5,13.5,,,68,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Lagocephalus,inermis,14.5,12.3,,,4,Discard,,
22-02-2018,,RP06,,05:30:00,06:00:00,18,,,180,,,,,,Lagocephalus,inermis,14.5,11,,,37,Discard,,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Uroteuthis,duvauceli,24.6,11.5,,,40,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Uroteuthis,duvauceli,35,13.3,,,67,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Sardinella,longiceps,22.9,18.5,,,99,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Selar,crumenophthalamus,19,15.5,,,71,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Selar,crumenophthalamus,20.5,16.5,,,90,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Selar,crumenophthalamus,18.5,14.8,,,59,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Selar,crumenophthalamus,20.5,16.5,,,90,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Selar,crumenophthalamus,10.5,8.8,,,9,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,15.5,9,,,61,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,19.9,16.3,,,66,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.5,16.5,,,76,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.1,16.7,,,72,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.2,16.4,,,65,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.5,17,,,81,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,21.4,17.4,,,87,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Sardinella,gibbosa,9.1,7.5,,,6,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Sardinella,gibbosa,7.5,6,,,3,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,17.7,15.5,,,52,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.3,16.9,,,87,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,19.8,16.3,,,67,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,18.3,15,,,60,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,19.1,16,,,67,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.5,16.3,,,73,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,21.1,17.5,,,94,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20,16.2,,,74,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,19.5,16,,,71,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.2,16.4,,,81,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.7,16.9,,,83,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rastrelliger,kanagurta,20.1,16.5,,,68,High Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Decapterus,russelli,7.1,5.7,,,3,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Portunus,sanguinolentus,11.2,,,,78,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Portunus,sanguinolentus,11.5,,,,74,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Portunus,sanguinolentus,10.9,,,,71,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Arius,,18.6,14.5,,,62,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Cynoglossus,puncticeps,12.5,12.5,,,12,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Pseudorhombus,triocellatus,12.1,10.4,,,29,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Bothus,myriaster,9.5,8,,,7,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Bothus,myriaster,8.5,7.3,,,11,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Bothus,myriaster,9.9,8.5,,,12,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Rachycentron ,canadum,24.5,20,,,68,Low Value Catch,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Atherinomorous ,lacunosus,13.5,11,,,19,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Atherinomorous ,lacunosus,12.3,10.4,,,16,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Lagocephalus,inermis,7.6,6.5,,,8,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Priacanthus ,hamrur,7.2,6.2,,,3,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Priacanthus ,hamrur,7.1,6,,,3,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,Hermit crab,,,7.3,,,,23,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,jelly fish,,,,,,,165,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Heniochus,diphreutes,7.4,6,,,9,Discard,385,
23-02-2018,,RP07,,22:00:00,05:00:00,18,,,420,,,,,,Arothron,hispidus,25,23,,,62,Discard,385,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Sillago ,sihama,14.6,13,,,14,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Sillago ,sihama,13,10.5,,,11,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Sepia,pharaonis,26,15,,,174,Low Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,12.7,10.4,,,18,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,13,10.5,,,18,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,14.6,12,,,14,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,13,11,,,20,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,14.6,12,,,14,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,13,11.5,,,15,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,12.6,10.3,,,15,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,13.4,11,,,16,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Atherinomorous ,lacunosus,13.7,11.1,,,18,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Priacanthus ,hamrur,8,6.6,,,5,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Portunus,sanguinolentus,10.1,,,,60,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Portunus,sanguinolentus,9.3,,,,41,Low Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Portunus,sanguinolentus,10.1,,,,61,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Uroteuthis,duvauceli,31,4.7,,,61,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Uroteuthis,duvauceli,28.3,13.7,,,55,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Uroteuthis,duvauceli,165,36.4,,,109,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Rastrelliger,kanagurta,21.5,17.3,,,121,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Saurida,tumbil,23.5,19.3,,,76,Low Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Sphyraena,jello,27.1,21.1,,,87,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Sphyraena,jello,14.7,11.9,,,18,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Tyrosurus,,32.6,30,,,49,High Value Catch,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Heniochus,diphreutes,7.3,5.8,,,8,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Heniochus,diphreutes,9,7.2,,,17,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Lactoria,cornuta,11,8.4,,,32,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,Crab,,,9,6.6,,,84,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Lactoria,cornuta,14,10.5,,,49,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,Grouper,,,10.5,8.5,,,12,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Lagocephalus,inermis,17.5,14,,,71,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Lagocephalus,inermis,16.6,13.6,,,59,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Epinephelus,diacanthus,18.5,15,,,75,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Epinephelus,diacanthus,20,16.1,,,95,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,Penaeidae,,,10,,,,5,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Pseudorhombus,triocellatus,11.5,9,,,19,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,Gastropod,,,,,,,17,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Uroteuthis,duvauceli,11.5,7,,,46,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Lagocephalus,inermis,7,6.5,,,7,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Rastrelliger,kanagurta,7.5,6.5,,,,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Leiognathus,bindus,4.5,4,,,,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Leiognathus,bindus,3.8,3.1,,,,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,Penaeidae,,,7.4,,,,,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,jelly fish,,,,,,,334,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,Congridae,,,21,,,,22,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Stolephorus,,6.5,5.7,,,,Discard,105,
27-02-2018,,RP08,,03:00:00,06:00:00,18,,,180,,,,,,Uroteuthis,duvauceli,10.5,5.3,,,3,Low Value Catch,105,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,Hemiramphidae,,,18.3,16.1,,,11,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Sphyraena,obtusata,18.4,16.3,,,92,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Sphyraena,obtusata,18,15.1,,,28,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,Hemiramphidae,,,38.5,32.9,,,120,Low Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Atherinomorous ,lacunosus,13.4,11,,,18,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Atherinomorous ,lacunosus,20.8,18.4,,,18,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Atherinomorous ,lacunosus,15.6,13.5,,,9,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Atherinomorous ,lacunosus,20.4,17.9,,,15,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Atherinomorous ,lacunosus,20,17.4,,,15,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Atherinomorous ,lacunosus,18.5,16.1,,,11,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Sphyraena,barracuda,18,15.5,,,33,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Decapterus,russelli,19.6,15.6,,,71,Low Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Decapterus,russelli,19.8,16,,,72,Low Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Decapterus,russelli,19,15.3,,,69,Low Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Decapterus,russelli,16.5,13.8,,,38,Low Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Sphyraena,obtusata,18,15,,,34,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,Penaeidae,,,10.9,,,,10,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Rastrelliger,kanagurta,17.4,14.4,,,49,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Rastrelliger,kanagurta,19.9,16.2,,,74,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Rastrelliger,kanagurta,18.5,15.2,,,59,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Rastrelliger,kanagurta,18.3,15.3,,,57,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Rastrelliger,kanagurta,18.1,14.7,,,49,High Value Catch,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Pseudorhombus,triocellatus,11,9,,,20,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Priacanthus ,hamrur,12,9.9,,,23,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Lagocephalus,inermis,15.5,12.7,,,73,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Lagocephalus,inermis,19.7,16.6,,,127,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Lagocephalus,inermis,16.1,13.2,,,51,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Lagocephalus,inermis,8.2,6.8,,,10,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Lagocephalus,inermis,16.5,13.4,,,71,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Lagocephalus,inermis,13.6,11.4,,,43,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Lagocephalus,inermis,8,6.7,,,8,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Gerres,filamentosus,7.6,6,,,3,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Pseudorhombus,triocellatus,11,9.1,,,18,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Portunus,sanguinolentus,8,,,,8,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Portunus,sanguinolentus,2.2,,,,3,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Portunus,sanguinolentus,3.3,,,,13,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Portunus,sanguinolentus,2.3,,,,8,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Grammopithes,scaber,11.6,10.1,,,9,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Grammopithes,scaber,11.6,10.5,,,8,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,Callionymidae,,,8.3,7.2,,,5,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,,Uroteuthis,duvauceli,9.5,4.3,,,4,Discard,84,
01-03-2018,,RP09,,03:00:00,07:00:00,17,,,240,,,,,Hermit crab,,,8.5,,,,2.3,Discard,84,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Stolephorus,,9.5,7.8,,,7,Low Value Catch,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Rastrelliger,kanagurta,20,16.2,,,78,High Value Catch,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Decapterus,russelli,14.2,11.4,,,28,Low Value Catch,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Rastrelliger,kanagurta,21.4,17.5,,,78,High Value Catch,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Atherinomorous ,lacunosus,13.3,11.2,,,18,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Sphyraena,obtusata,19.1,16,,,38,High Value Catch,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Priacanthus ,hamrur,13.7,11,,,31,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,Crab,,,16.7,4.3,,,70,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Synaptura,commersonnii,10.5,,,,,Low Value Catch,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Terapon ,puta,7.5,,,,,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Terapon ,puta,7.6,,,,,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Priacanthus ,hamrur,10.5,8.4,,,15,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,Congridae,,,23.5,,,,,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,Congridae,,,25.6,,,,,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,Pleuronectidae,,,10.1,8.2,,,13,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,Pleuronectidae,,,10.6,8.5,,,1.1,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,Crab,,,6.3,,,,,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,Sepidae,,,7.8,5.3,,,10,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Secutor,insidator,5,4.3,,,,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Leiognathus,blochii,6.6,5.2,,,5,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Leiognathus,blochii,5.4,4.2,,,,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Secutor,insidator,3.8,3,,,,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Archamia,bleekeri,3.2,4.3,,,1.3,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Archamia,bleekeri,5.3,4.5,,,1.3,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Archamia,bleekeri,5,4.2,,,1.3,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Archamia,bleekeri,6.1,4.9,,,1.3,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,jelly fish,,,,,,,43,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,jelly fish,,,,,,,16,Discard,50,
06-03-2018,,RP10,,04:00:00,06:30:00,15,,,150,,,,,,Portunus,sanguinolentus,6.2,,,,13,Low Value Catch,50,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Uroteuthis,duvauceli,27.6,11.2,,,46,High Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Uroteuthis,duvauceli,25,11.5,,,51,High Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Uroteuthis,duvauceli,19.3,7.6,,,18,High Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Saurida,tumbil,21.8,18.3,,,72,Low Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Sphyraena,barracuda,14.5,12,,,17,High Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Sardinella,longiceps,15,13,,,23,Low Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Sardinella,longiceps,19.1,16.2,,,44,Low Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Sphyraena,barracuda,14.2,11.8,,,18,High Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,,Sphyraena,jello,30.5,24.8,,,107,High Value Catch,400,
08-03-2018,,RP10,,03:00:00,06:30:00,18,,,210,,,,,Penaeidae,,,7.5,,,,5,Discard,400,
